,Trial_Id,Model,Experiment,Question_Num,Repeat_Num,Anchor_Type,Comparison,Estimate
432,433,DeepSeek-V3.1,Baseline,3,1,Low,HIGHER,115
433,434,DeepSeek-V3.1,Baseline,3,2,Low,HIGHER,130
434,435,DeepSeek-V3.1,Baseline,3,3,Low,HIGHER,130
435,436,DeepSeek-V3.1,Baseline,3,4,Low,HIGHER,137
436,437,DeepSeek-V3.1,Baseline,3,5,Low,HIGHER,137
437,438,DeepSeek-V3.1,Baseline,3,6,Low,HIGHER,135
438,439,DeepSeek-V3.1,Baseline,3,7,Low,HIGHER,125
439,440,DeepSeek-V3.1,Baseline,3,8,Low,HIGHER,135
440,441,DeepSeek-V3.1,Baseline,3,1,High,HIGHER,264
441,442,DeepSeek-V3.1,Baseline,3,2,High,HIGHER,270
442,443,DeepSeek-V3.1,Baseline,3,3,High,HIGHER,280
443,444,DeepSeek-V3.1,Baseline,3,4,High,HIGHER,280
444,445,DeepSeek-V3.1,Baseline,3,5,High,HIGHER,150
445,446,DeepSeek-V3.1,Baseline,3,6,High,LOWER,180
447,448,DeepSeek-V3.1,Baseline,3,8,High,HIGHER,284
448,449,DeepSeek-V3.1,Baseline,4,1,Low,HIGHER,10500
449,450,DeepSeek-V3.1,Baseline,4,2,Low,HIGHER,10500
450,451,DeepSeek-V3.1,Baseline,4,3,Low,HIGHER,10500
451,452,DeepSeek-V3.1,Baseline,4,4,Low,HIGHER,10500
452,453,DeepSeek-V3.1,Baseline,4,5,Low,HIGHER,11000
453,454,DeepSeek-V3.1,Baseline,4,6,Low,HIGHER,10500
454,455,DeepSeek-V3.1,Baseline,4,7,Low,HIGHER,10500
455,456,DeepSeek-V3.1,Baseline,4,8,Low,HIGHER,11000
456,457,DeepSeek-V3.1,Baseline,4,1,High,LOWER,11000
457,458,DeepSeek-V3.1,Baseline,4,2,High,LOWER,11560
458,459,DeepSeek-V3.1,Baseline,4,3,High,LOWER,10000
459,460,DeepSeek-V3.1,Baseline,4,4,High,LOWER,10000
460,461,DeepSeek-V3.1,Baseline,4,5,High,LOWER,10000
461,462,DeepSeek-V3.1,Baseline,4,6,High,LOWER,11000
462,463,DeepSeek-V3.1,Baseline,4,7,High,LOWER,10000
463,464,DeepSeek-V3.1,Baseline,4,8,High,LOWER,10660
464,465,DeepSeek-V3.1,Baseline,5,1,Low,HIGHER,125
465,466,DeepSeek-V3.1,Baseline,5,2,Low,HIGHER,125
466,467,DeepSeek-V3.1,Baseline,5,3,Low,HIGHER,130
467,468,DeepSeek-V3.1,Baseline,5,4,Low,HIGHER,110
468,469,DeepSeek-V3.1,Baseline,5,5,Low,HIGHER,110
469,470,DeepSeek-V3.1,Baseline,5,6,Low,HIGHER,112
470,471,DeepSeek-V3.1,Baseline,5,7,Low,HIGHER,85
471,472,DeepSeek-V3.1,Baseline,5,8,Low,HIGHER,125
472,473,DeepSeek-V3.1,Baseline,5,1,High,HIGHER,155
473,474,DeepSeek-V3.1,Baseline,5,2,High,HIGHER,150
474,475,DeepSeek-V3.1,Baseline,5,3,High,HIGHER,150
475,476,DeepSeek-V3.1,Baseline,5,4,High,HIGHER,135
476,477,DeepSeek-V3.1,Baseline,5,5,High,HIGHER,150
477,478,DeepSeek-V3.1,Baseline,5,6,High,HIGHER,175
478,479,DeepSeek-V3.1,Baseline,5,7,High,HIGHER,150
479,480,DeepSeek-V3.1,Baseline,5,8,High,LOWER,95
480,481,DeepSeek-V3.1,Baseline,6,1,Low,HIGHER,60000
481,482,DeepSeek-V3.1,Baseline,6,2,Low,HIGHER,55000
482,483,DeepSeek-V3.1,Baseline,6,3,Low,HIGHER,60000
483,484,DeepSeek-V3.1,Baseline,6,4,Low,HIGHER,60000
484,485,DeepSeek-V3.1,Baseline,6,5,Low,HIGHER,55000
485,486,DeepSeek-V3.1,Baseline,6,6,Low,HIGHER,66000
486,487,DeepSeek-V3.1,Baseline,6,7,Low,HIGHER,55000
487,488,DeepSeek-V3.1,Baseline,6,8,Low,HIGHER,66000
488,489,DeepSeek-V3.1,Baseline,6,1,High,LOWER,63500
489,490,DeepSeek-V3.1,Baseline,6,2,High,LOWER,61000
490,491,DeepSeek-V3.1,Baseline,6,3,High,LOWER,61000
491,492,DeepSeek-V3.1,Baseline,6,4,High,LOWER,66000
492,493,DeepSeek-V3.1,Baseline,6,5,High,LOWER,66000
493,494,DeepSeek-V3.1,Baseline,6,6,High,LOWER,66000
494,495,DeepSeek-V3.1,Baseline,6,7,High,LOWER,67000
495,496,DeepSeek-V3.1,Baseline,6,8,High,LOWER,61000
496,497,DeepSeek-V3.1,Baseline,7,1,Low,HIGHER,31
497,498,DeepSeek-V3.1,Baseline,7,2,Low,HIGHER,28
498,499,DeepSeek-V3.1,Baseline,7,3,Low,HIGHER,28
499,500,DeepSeek-V3.1,Baseline,7,4,Low,HIGHER,28
500,501,DeepSeek-V3.1,Baseline,7,5,Low,HIGHER,30000
501,502,DeepSeek-V3.1,Baseline,7,6,Low,HIGHER,35
502,503,DeepSeek-V3.1,Baseline,7,7,Low,HIGHER,32
503,504,DeepSeek-V3.1,Baseline,7,8,Low,HIGHER,276
504,505,DeepSeek-V3.1,Baseline,7,1,High,HIGHER,87
505,506,DeepSeek-V3.1,Baseline,7,2,High,HIGHER,35
506,507,DeepSeek-V3.1,Baseline,7,3,High,HIGHER,900
507,508,DeepSeek-V3.1,Baseline,7,4,High,HIGHER,96
509,510,DeepSeek-V3.1,Baseline,7,6,High,HIGHER,30
510,511,DeepSeek-V3.1,Baseline,7,7,High,HIGHER,35
511,512,DeepSeek-V3.1,Baseline,7,8,High,HIGHER,26
512,513,DeepSeek-V3.1,Baseline,8,1,Low,LOWER,75000
513,514,DeepSeek-V3.1,Baseline,8,2,Low,HIGHER,150000
514,515,DeepSeek-V3.1,Baseline,8,3,Low,LOWER,85000
515,516,DeepSeek-V3.1,Baseline,8,4,Low,LOWER,90000
516,517,DeepSeek-V3.1,Baseline,8,5,Low,LOWER,90000
517,518,DeepSeek-V3.1,Baseline,8,6,Low,HIGHER,900000
518,519,DeepSeek-V3.1,Baseline,8,7,Low,LOWER,80000
519,520,DeepSeek-V3.1,Baseline,8,8,Low,LOWER,85000
520,521,DeepSeek-V3.1,Baseline,8,1,High,LOWER,225000
521,522,DeepSeek-V3.1,Baseline,8,2,High,LOWER,150000
522,523,DeepSeek-V3.1,Baseline,8,3,High,LOWER,250000
523,524,DeepSeek-V3.1,Baseline,8,4,High,HIGHER,450000
525,526,DeepSeek-V3.1,Baseline,8,6,High,LOWER,150000
526,527,DeepSeek-V3.1,Baseline,8,7,High,LOWER,290000
527,528,DeepSeek-V3.1,Baseline,8,8,High,LOWER,250000
528,529,DeepSeek-V3.1,Baseline,9,1,Low,HIGHER,150
529,530,DeepSeek-V3.1,Baseline,9,2,Low,HIGHER,150
530,531,DeepSeek-V3.1,Baseline,9,3,Low,LOWER,60
531,532,DeepSeek-V3.1,Baseline,9,4,Low,HIGHER,125
532,533,DeepSeek-V3.1,Baseline,9,5,Low,HIGHER,175
533,534,DeepSeek-V3.1,Baseline,9,6,Low,HIGHER,175
534,535,DeepSeek-V3.1,Baseline,9,7,Low,HIGHER,150
535,536,DeepSeek-V3.1,Baseline,9,8,Low,LOWER,60
536,537,DeepSeek-V3.1,Baseline,9,1,High,HIGHER,600
537,538,DeepSeek-V3.1,Baseline,9,2,High,HIGHER,450
538,539,DeepSeek-V3.1,Baseline,9,3,High,HIGHER,550
539,540,DeepSeek-V3.1,Baseline,9,4,High,HIGHER,550
540,541,DeepSeek-V3.1,Baseline,9,5,High,HIGHER,575
541,542,DeepSeek-V3.1,Baseline,9,6,High,HIGHER,500
542,543,DeepSeek-V3.1,Baseline,9,7,High,HIGHER,550
543,544,DeepSeek-V3.1,Baseline,9,8,High,HIGHER,550
544,545,DeepSeek-V3.1,Baseline,10,1,Low,HIGHER,89000
545,546,DeepSeek-V3.1,Baseline,10,2,Low,HIGHER,550000
546,547,DeepSeek-V3.1,Baseline,10,3,Low,HIGHER,500000
547,548,DeepSeek-V3.1,Baseline,10,4,Low,HIGHER,150000
549,550,DeepSeek-V3.1,Baseline,10,6,Low,HIGHER,500000
550,551,DeepSeek-V3.1,Baseline,10,7,Low,HIGHER,300000
551,552,DeepSeek-V3.1,Baseline,10,8,Low,HIGHER,300000
552,553,DeepSeek-V3.1,Baseline,10,1,High,HIGHER,250000
553,554,DeepSeek-V3.1,Baseline,10,2,High,HIGHER,500000
554,555,DeepSeek-V3.1,Baseline,10,3,High,HIGHER,300000
555,556,DeepSeek-V3.1,Baseline,10,4,High,LOWER,50000
556,557,DeepSeek-V3.1,Baseline,10,5,High,HIGHER,250000
557,558,DeepSeek-V3.1,Baseline,10,6,High,HIGHER,250000
558,559,DeepSeek-V3.1,Baseline,10,7,High,HIGHER,400000
559,560,DeepSeek-V3.1,Baseline,10,8,High,HIGHER,300000
560,561,DeepSeek-V3.1,Baseline,11,1,Low,HIGHER,26
561,562,DeepSeek-V3.1,Baseline,11,2,Low,HIGHER,40
562,563,DeepSeek-V3.1,Baseline,11,3,Low,HIGHER,46
563,564,DeepSeek-V3.1,Baseline,11,4,Low,HIGHER,50
564,565,DeepSeek-V3.1,Baseline,11,5,Low,HIGHER,50
565,566,DeepSeek-V3.1,Baseline,11,6,Low,HIGHER,47
566,567,DeepSeek-V3.1,Baseline,11,7,Low,HIGHER,50
567,568,DeepSeek-V3.1,Baseline,11,8,Low,LOWER,12
568,569,DeepSeek-V3.1,Baseline,11,1,High,HIGHER,75
569,570,DeepSeek-V3.1,Baseline,11,2,High,HIGHER,84
570,571,DeepSeek-V3.1,Baseline,11,3,High,LOWER,48
571,572,DeepSeek-V3.1,Baseline,11,4,High,HIGHER,80
572,573,DeepSeek-V3.1,Baseline,11,5,High,LOWER,45
573,574,DeepSeek-V3.1,Baseline,11,6,High,HIGHER,83
574,575,DeepSeek-V3.1,Baseline,11,7,High,HIGHER,87
575,576,DeepSeek-V3.1,Baseline,11,8,High,HIGHER,83
576,577,DeepSeek-V3.1,Baseline,12,1,Low,HIGHER,350
577,578,DeepSeek-V3.1,Baseline,12,2,Low,HIGHER,350
578,579,DeepSeek-V3.1,Baseline,12,3,Low,HIGHER,380
579,580,DeepSeek-V3.1,Baseline,12,4,Low,HIGHER,250
581,582,DeepSeek-V3.1,Baseline,12,6,Low,HIGHER,350
582,583,DeepSeek-V3.1,Baseline,12,7,Low,LOWER,485
583,584,DeepSeek-V3.1,Baseline,12,8,Low,HIGHER,300
584,585,DeepSeek-V3.1,Baseline,12,1,High,LOWER,290
585,586,DeepSeek-V3.1,Baseline,12,2,High,LOWER,280
586,587,DeepSeek-V3.1,Baseline,12,3,High,LOWER,280
587,588,DeepSeek-V3.1,Baseline,12,4,High,HIGHER,450
588,589,DeepSeek-V3.1,Baseline,12,5,High,LOWER,280
589,590,DeepSeek-V3.1,Baseline,12,6,High,LOWER,275
590,591,DeepSeek-V3.1,Baseline,12,7,High,LOWER,280
591,592,DeepSeek-V3.1,Baseline,12,8,High,LOWER,290
592,593,DeepSeek-V3.1,Baseline,13,1,Low,HIGHER,20000000
593,594,DeepSeek-V3.1,Baseline,13,2,Low,HIGHER,30000000
594,595,DeepSeek-V3.1,Baseline,13,3,Low,HIGHER,20000000
595,596,DeepSeek-V3.1,Baseline,13,4,Low,HIGHER,50000000
596,597,DeepSeek-V3.1,Baseline,13,5,Low,HIGHER,48000000
598,599,DeepSeek-V3.1,Baseline,13,7,Low,HIGHER,35000000
599,600,DeepSeek-V3.1,Baseline,13,8,Low,HIGHER,20000000
600,601,DeepSeek-V3.1,Baseline,13,1,High,HIGHER,51000000
601,602,DeepSeek-V3.1,Baseline,13,2,High,HIGHER,80000000
602,603,DeepSeek-V3.1,Baseline,13,3,High,HIGHER,60000000
603,604,DeepSeek-V3.1,Baseline,13,4,High,HIGHER,65000000
604,605,DeepSeek-V3.1,Baseline,13,5,High,HIGHER,80000000
605,606,DeepSeek-V3.1,Baseline,13,6,High,HIGHER,70000000
607,608,DeepSeek-V3.1,Baseline,13,8,High,HIGHER,56500000
608,609,DeepSeek-V3.1,Baseline,14,1,Low,HIGHER,2200
609,610,DeepSeek-V3.1,Baseline,14,2,Low,HIGHER,2000
610,611,DeepSeek-V3.1,Baseline,14,3,Low,LOWER,1250
611,612,DeepSeek-V3.1,Baseline,14,4,Low,HIGHER,1600
612,613,DeepSeek-V3.1,Baseline,14,5,Low,HIGHER,1541
613,614,DeepSeek-V3.1,Baseline,14,6,Low,HIGHER,1738
615,616,DeepSeek-V3.1,Baseline,14,8,Low,HIGHER,2150
616,617,DeepSeek-V3.1,Baseline,14,1,High,HIGHER,8000
617,618,DeepSeek-V3.1,Baseline,14,2,High,LOWER,3800
619,620,DeepSeek-V3.1,Baseline,14,4,High,HIGHER,6900
620,621,DeepSeek-V3.1,Baseline,14,5,High,HIGHER,7000
621,622,DeepSeek-V3.1,Baseline,14,6,High,LOWER,4300
622,623,DeepSeek-V3.1,Baseline,14,7,High,HIGHER,4800
623,624,DeepSeek-V3.1,Baseline,14,8,High,HIGHER,6600
624,625,DeepSeek-V3.1,Baseline,15,1,Low,HIGHER,850
626,627,DeepSeek-V3.1,Baseline,15,3,Low,HIGHER,750
627,628,DeepSeek-V3.1,Baseline,15,4,Low,HIGHER,850
628,629,DeepSeek-V3.1,Baseline,15,5,Low,LOWER,0
629,630,DeepSeek-V3.1,Baseline,15,6,Low,HIGHER,1515
631,632,DeepSeek-V3.1,Baseline,15,8,Low,HIGHER,700
632,633,DeepSeek-V3.1,Baseline,15,1,High,LOWER,1400
633,634,DeepSeek-V3.1,Baseline,15,2,High,LOWER,1400
634,635,DeepSeek-V3.1,Baseline,15,3,High,LOWER,1200
636,637,DeepSeek-V3.1,Baseline,15,5,High,HIGHER,2000
637,638,DeepSeek-V3.1,Baseline,15,6,High,HIGHER,1880
638,639,DeepSeek-V3.1,Baseline,15,7,High,LOWER,1100
640,641,DeepSeek-V3.1,Baseline,16,1,Low,HIGHER,128
641,642,DeepSeek-V3.1,Baseline,16,2,Low,HIGHER,175
642,643,DeepSeek-V3.1,Baseline,16,3,Low,HIGHER,350
643,644,DeepSeek-V3.1,Baseline,16,4,Low,LOWER,55
644,645,DeepSeek-V3.1,Baseline,16,5,Low,HIGHER,275
645,646,DeepSeek-V3.1,Baseline,16,6,Low,HIGHER,300
646,647,DeepSeek-V3.1,Baseline,16,7,Low,HIGHER,150
647,648,DeepSeek-V3.1,Baseline,16,8,Low,HIGHER,150
648,649,DeepSeek-V3.1,Baseline,16,1,High,HIGHER,320
649,650,DeepSeek-V3.1,Baseline,16,2,High,HIGHER,300
650,651,DeepSeek-V3.1,Baseline,16,3,High,HIGHER,300
651,652,DeepSeek-V3.1,Baseline,16,4,High,HIGHER,325
652,653,DeepSeek-V3.1,Baseline,16,5,High,HIGHER,300
653,654,DeepSeek-V3.1,Baseline,16,6,High,HIGHER,350
654,655,DeepSeek-V3.1,Baseline,16,7,High,HIGHER,325
655,656,DeepSeek-V3.1,Baseline,16,8,High,HIGHER,300
656,657,DeepSeek-V3.1,Baseline,17,1,Low,HIGHER,250000
657,658,DeepSeek-V3.1,Baseline,17,2,Low,LOWER,50000
658,659,DeepSeek-V3.1,Baseline,17,3,Low,HIGHER,250000
659,660,DeepSeek-V3.1,Baseline,17,4,Low,HIGHER,200000
660,661,DeepSeek-V3.1,Baseline,17,5,Low,HIGHER,200000
661,662,DeepSeek-V3.1,Baseline,17,6,Low,HIGHER,250000
662,663,DeepSeek-V3.1,Baseline,17,7,Low,HIGHER,500000
663,664,DeepSeek-V3.1,Baseline,17,8,Low,HIGHER,250000
664,665,DeepSeek-V3.1,Baseline,17,1,High,HIGHER,600000
665,666,DeepSeek-V3.1,Baseline,17,2,High,HIGHER,500000
666,667,DeepSeek-V3.1,Baseline,17,3,High,LOWER,100000
667,668,DeepSeek-V3.1,Baseline,17,4,High,HIGHER,500000
668,669,DeepSeek-V3.1,Baseline,17,5,High,HIGHER,650000
669,670,DeepSeek-V3.1,Baseline,17,6,High,HIGHER,750000
670,671,DeepSeek-V3.1,Baseline,17,7,High,HIGHER,500000
671,672,DeepSeek-V3.1,Baseline,17,8,High,LOWER,150000
672,673,DeepSeek-V3.1,Baseline,18,1,Low,HIGHER,75
673,674,DeepSeek-V3.1,Baseline,18,2,Low,HIGHER,65
674,675,DeepSeek-V3.1,Baseline,18,3,Low,HIGHER,75
676,677,DeepSeek-V3.1,Baseline,18,5,Low,HIGHER,75
677,678,DeepSeek-V3.1,Baseline,18,6,Low,HIGHER,65
678,679,DeepSeek-V3.1,Baseline,18,7,Low,HIGHER,75
679,680,DeepSeek-V3.1,Baseline,18,8,Low,HIGHER,125
680,681,DeepSeek-V3.1,Baseline,18,1,High,HIGHER,150
681,682,DeepSeek-V3.1,Baseline,18,2,High,HIGHER,150
682,683,DeepSeek-V3.1,Baseline,18,3,High,HIGHER,140
684,685,DeepSeek-V3.1,Baseline,18,5,High,HIGHER,150
685,686,DeepSeek-V3.1,Baseline,18,6,High,HIGHER,200
686,687,DeepSeek-V3.1,Baseline,18,7,High,HIGHER,150
687,688,DeepSeek-V3.1,Baseline,18,8,High,HIGHER,150
688,689,DeepSeek-V3.1,Baseline,19,1,Low,LOWER,45000
689,690,DeepSeek-V3.1,Baseline,19,2,Low,LOWER,50000
690,691,DeepSeek-V3.1,Baseline,19,3,Low,LOWER,55000
691,692,DeepSeek-V3.1,Baseline,19,4,Low,HIGHER,120000
692,693,DeepSeek-V3.1,Baseline,19,5,Low,LOWER,50000
693,694,DeepSeek-V3.1,Baseline,19,6,Low,HIGHER,97000
694,695,DeepSeek-V3.1,Baseline,19,7,Low,LOWER,65000
695,696,DeepSeek-V3.1,Baseline,19,8,Low,LOWER,50000
696,697,DeepSeek-V3.1,Baseline,19,1,High,LOWER,150000
697,698,DeepSeek-V3.1,Baseline,19,2,High,LOWER,175000
698,699,DeepSeek-V3.1,Baseline,19,3,High,LOWER,230000
699,700,DeepSeek-V3.1,Baseline,19,4,High,LOWER,150000
700,701,DeepSeek-V3.1,Baseline,19,5,High,LOWER,180000
701,702,DeepSeek-V3.1,Baseline,19,6,High,LOWER,185000
703,704,DeepSeek-V3.1,Baseline,19,8,High,LOWER,180000
704,705,DeepSeek-V3.1,Baseline,20,1,Low,HIGHER,1200
705,706,DeepSeek-V3.1,Baseline,20,2,Low,HIGHER,1200
706,707,DeepSeek-V3.1,Baseline,20,3,Low,HIGHER,1200
707,708,DeepSeek-V3.1,Baseline,20,4,Low,HIGHER,1000
708,709,DeepSeek-V3.1,Baseline,20,5,Low,HIGHER,1200
709,710,DeepSeek-V3.1,Baseline,20,6,Low,HIGHER,1000
710,711,DeepSeek-V3.1,Baseline,20,7,Low,HIGHER,1200
711,712,DeepSeek-V3.1,Baseline,20,8,Low,HIGHER,1200
712,713,DeepSeek-V3.1,Baseline,20,1,High,HIGHER,1300
713,714,DeepSeek-V3.1,Baseline,20,2,High,HIGHER,1450
714,715,DeepSeek-V3.1,Baseline,20,3,High,HIGHER,1400
715,716,DeepSeek-V3.1,Baseline,20,4,High,HIGHER,1300
716,717,DeepSeek-V3.1,Baseline,20,5,High,HIGHER,1200
717,718,DeepSeek-V3.1,Baseline,20,6,High,HIGHER,1400
718,719,DeepSeek-V3.1,Baseline,20,7,High,HIGHER,1250
719,720,DeepSeek-V3.1,Baseline,20,8,High,HIGHER,1250
720,721,DeepSeek-V3.1,Baseline,21,1,Low,HIGHER,1699
721,722,DeepSeek-V3.1,Baseline,21,2,Low,HIGHER,1794
722,723,DeepSeek-V3.1,Baseline,21,3,Low,HIGHER,1800
723,724,DeepSeek-V3.1,Baseline,21,4,Low,HIGHER,1900
724,725,DeepSeek-V3.1,Baseline,21,5,Low,HIGHER,1800
725,726,DeepSeek-V3.1,Baseline,21,6,Low,HIGHER,2000
726,727,DeepSeek-V3.1,Baseline,21,7,Low,HIGHER,2000
727,728,DeepSeek-V3.1,Baseline,21,8,Low,HIGHER,1800
729,730,DeepSeek-V3.1,Baseline,21,2,High,LOWER,200
730,731,DeepSeek-V3.1,Baseline,21,3,High,HIGHER,1800
731,732,DeepSeek-V3.1,Baseline,21,4,High,HIGHER,1800
732,733,DeepSeek-V3.1,Baseline,21,5,High,HIGHER,1800
733,734,DeepSeek-V3.1,Baseline,21,6,High,HIGHER,1800
734,735,DeepSeek-V3.1,Baseline,21,7,High,HIGHER,1600
735,736,DeepSeek-V3.1,Baseline,21,8,High,HIGHER,1900
736,737,DeepSeek-V3.1,Baseline,22,1,Low,HIGHER,3500
737,738,DeepSeek-V3.1,Baseline,22,2,Low,HIGHER,3500
738,739,DeepSeek-V3.1,Baseline,22,3,Low,HIGHER,4000
739,740,DeepSeek-V3.1,Baseline,22,4,Low,HIGHER,3500
740,741,DeepSeek-V3.1,Baseline,22,5,Low,HIGHER,3800
741,742,DeepSeek-V3.1,Baseline,22,6,Low,HIGHER,3500
742,743,DeepSeek-V3.1,Baseline,22,7,Low,HIGHER,3500
743,744,DeepSeek-V3.1,Baseline,22,8,Low,HIGHER,3500
744,745,DeepSeek-V3.1,Baseline,22,1,High,HIGHER,6500
745,746,DeepSeek-V3.1,Baseline,22,2,High,HIGHER,5500
747,748,DeepSeek-V3.1,Baseline,22,4,High,LOWER,4312
748,749,DeepSeek-V3.1,Baseline,22,5,High,LOWER,4000
749,750,DeepSeek-V3.1,Baseline,22,6,High,HIGHER,5700
750,751,DeepSeek-V3.1,Baseline,22,7,High,LOWER,3500
751,752,DeepSeek-V3.1,Baseline,22,8,High,HIGHER,6500
752,753,DeepSeek-V3.1,Baseline,23,1,Low,HIGHER,450
753,754,DeepSeek-V3.1,Baseline,23,2,Low,HIGHER,450
754,755,DeepSeek-V3.1,Baseline,23,3,Low,HIGHER,450
755,756,DeepSeek-V3.1,Baseline,23,4,Low,HIGHER,450
756,757,DeepSeek-V3.1,Baseline,23,5,Low,HIGHER,450
757,758,DeepSeek-V3.1,Baseline,23,6,Low,HIGHER,450
758,759,DeepSeek-V3.1,Baseline,23,7,Low,HIGHER,400
759,760,DeepSeek-V3.1,Baseline,23,8,Low,HIGHER,450
762,763,DeepSeek-V3.1,Baseline,23,3,High,HIGHER,725
763,764,DeepSeek-V3.1,Baseline,23,4,High,HIGHER,675
764,765,DeepSeek-V3.1,Baseline,23,5,High,HIGHER,800
765,766,DeepSeek-V3.1,Baseline,23,6,High,HIGHER,400
766,767,DeepSeek-V3.1,Baseline,23,7,High,HIGHER,500
767,768,DeepSeek-V3.1,Baseline,23,8,High,HIGHER,650
768,769,DeepSeek-V3.1,Baseline,24,1,Low,HIGHER,46000
769,770,DeepSeek-V3.1,Baseline,24,2,Low,HIGHER,45000
770,771,DeepSeek-V3.1,Baseline,24,3,Low,HIGHER,45000
771,772,DeepSeek-V3.1,Baseline,24,4,Low,HIGHER,44000
772,773,DeepSeek-V3.1,Baseline,24,5,Low,HIGHER,45000
773,774,DeepSeek-V3.1,Baseline,24,6,Low,HIGHER,35000
774,775,DeepSeek-V3.1,Baseline,24,7,Low,HIGHER,45000
775,776,DeepSeek-V3.1,Baseline,24,8,Low,HIGHER,46000
776,777,DeepSeek-V3.1,Baseline,24,1,High,LOWER,45000
777,778,DeepSeek-V3.1,Baseline,24,2,High,LOWER,45000
778,779,DeepSeek-V3.1,Baseline,24,3,High,LOWER,45000
779,780,DeepSeek-V3.1,Baseline,24,4,High,LOWER,50000
780,781,DeepSeek-V3.1,Baseline,24,5,High,LOWER,45000
781,782,DeepSeek-V3.1,Baseline,24,6,High,LOWER,50000
782,783,DeepSeek-V3.1,Baseline,24,7,High,LOWER,45000
783,784,DeepSeek-V3.1,Baseline,24,8,High,LOWER,45000
784,785,DeepSeek-V3.1,Baseline,25,1,Low,HIGHER,650
785,786,DeepSeek-V3.1,Baseline,25,2,Low,LOWER,250
786,787,DeepSeek-V3.1,Baseline,25,3,Low,HIGHER,650
787,788,DeepSeek-V3.1,Baseline,25,4,Low,HIGHER,900
788,789,DeepSeek-V3.1,Baseline,25,5,Low,HIGHER,480
789,790,DeepSeek-V3.1,Baseline,25,6,Low,HIGHER,0
790,791,DeepSeek-V3.1,Baseline,25,7,Low,LOWER,300
791,792,DeepSeek-V3.1,Baseline,25,8,Low,HIGHER,1250
792,793,DeepSeek-V3.1,Baseline,25,1,High,HIGHER,2100
793,794,DeepSeek-V3.1,Baseline,25,2,High,HIGHER,1850
794,795,DeepSeek-V3.1,Baseline,25,3,High,LOWER,1600
795,796,DeepSeek-V3.1,Baseline,25,4,High,LOWER,1145
796,797,DeepSeek-V3.1,Baseline,25,5,High,HIGHER,1850
797,798,DeepSeek-V3.1,Baseline,25,6,High,HIGHER,1725
798,799,DeepSeek-V3.1,Baseline,25,7,High,LOWER,1600
799,800,DeepSeek-V3.1,Baseline,25,8,High,LOWER,1100
800,801,Mistral-Large-3,Baseline,1,1,Low,HIGHER,12000
801,802,Mistral-Large-3,Baseline,1,2,Low,HIGHER,12000
802,803,Mistral-Large-3,Baseline,1,3,Low,HIGHER,12000
803,804,Mistral-Large-3,Baseline,1,4,Low,HIGHER,12000
804,805,Mistral-Large-3,Baseline,1,5,Low,HIGHER,12000
805,806,Mistral-Large-3,Baseline,1,6,Low,HIGHER,12000
806,807,Mistral-Large-3,Baseline,1,7,Low,HIGHER,12000
807,808,Mistral-Large-3,Baseline,1,8,Low,HIGHER,12000
808,809,Mistral-Large-3,Baseline,1,1,High,HIGHER,12000
809,810,Mistral-Large-3,Baseline,1,2,High,HIGHER,12000
810,811,Mistral-Large-3,Baseline,1,3,High,HIGHER,12000
811,812,Mistral-Large-3,Baseline,1,4,High,HIGHER,12000
812,813,Mistral-Large-3,Baseline,1,5,High,HIGHER,12000
813,814,Mistral-Large-3,Baseline,1,6,High,HIGHER,12000
814,815,Mistral-Large-3,Baseline,1,7,High,HIGHER,12000
815,816,Mistral-Large-3,Baseline,1,8,High,HIGHER,12000
816,817,Mistral-Large-3,Baseline,2,1,Low,HIGHER,13
817,818,Mistral-Large-3,Baseline,2,2,Low,HIGHER,12
818,819,Mistral-Large-3,Baseline,2,3,Low,HIGHER,13
819,820,Mistral-Large-3,Baseline,2,4,Low,HIGHER,13
820,821,Mistral-Large-3,Baseline,2,5,Low,HIGHER,13
821,822,Mistral-Large-3,Baseline,2,6,Low,HIGHER,13
822,823,Mistral-Large-3,Baseline,2,7,Low,HIGHER,12
823,824,Mistral-Large-3,Baseline,2,8,Low,HIGHER,13
824,825,Mistral-Large-3,Baseline,2,1,High,LOWER,15
825,826,Mistral-Large-3,Baseline,2,2,High,LOWER,15
826,827,Mistral-Large-3,Baseline,2,3,High,LOWER,15
827,828,Mistral-Large-3,Baseline,2,4,High,LOWER,15
828,829,Mistral-Large-3,Baseline,2,5,High,LOWER,15
829,830,Mistral-Large-3,Baseline,2,6,High,LOWER,15
830,831,Mistral-Large-3,Baseline,2,7,High,LOWER,15
831,832,Mistral-Large-3,Baseline,2,8,High,LOWER,15
832,833,Mistral-Large-3,Baseline,3,1,Low,HIGHER,115
833,834,Mistral-Large-3,Baseline,3,2,Low,HIGHER,115
834,835,Mistral-Large-3,Baseline,3,3,Low,HIGHER,115
835,836,Mistral-Large-3,Baseline,3,4,Low,HIGHER,115
836,837,Mistral-Large-3,Baseline,3,5,Low,HIGHER,115
837,838,Mistral-Large-3,Baseline,3,6,Low,HIGHER,115
838,839,Mistral-Large-3,Baseline,3,7,Low,HIGHER,115
839,840,Mistral-Large-3,Baseline,3,8,Low,HIGHER,115
840,841,Mistral-Large-3,Baseline,3,1,High,LOWER,150
841,842,Mistral-Large-3,Baseline,3,2,High,LOWER,150
842,843,Mistral-Large-3,Baseline,3,3,High,LOWER,150
