,Trial_Id,Model,Experiment,Question_Num,Repeat_Num,Anchor_Type,Comparison,Estimate
381,382,Llama-3.1-8B,Estimate-First,24,6,High,LOWER,60000
382,383,Llama-3.1-8B,Estimate-First,24,7,High,LOWER,60000
383,384,Llama-3.1-8B,Estimate-First,24,8,High,LOWER,60000
384,385,Llama-3.1-8B,Estimate-First,25,1,Low,HIGHER,550
385,386,Llama-3.1-8B,Estimate-First,25,2,Low,HIGHER,550
386,387,Llama-3.1-8B,Estimate-First,25,3,Low,HIGHER,550
387,388,Llama-3.1-8B,Estimate-First,25,4,Low,HIGHER,550
388,389,Llama-3.1-8B,Estimate-First,25,5,Low,HIGHER,550
389,390,Llama-3.1-8B,Estimate-First,25,6,Low,HIGHER,550
390,391,Llama-3.1-8B,Estimate-First,25,7,Low,HIGHER,550
391,392,Llama-3.1-8B,Estimate-First,25,8,Low,HIGHER,550
392,393,Llama-3.1-8B,Estimate-First,25,1,High,HIGHER,1800
393,394,Llama-3.1-8B,Estimate-First,25,2,High,HIGHER,1800
394,395,Llama-3.1-8B,Estimate-First,25,3,High,HIGHER,1800
395,396,Llama-3.1-8B,Estimate-First,25,4,High,HIGHER,1800
396,397,Llama-3.1-8B,Estimate-First,25,5,High,HIGHER,2200
397,398,Llama-3.1-8B,Estimate-First,25,6,High,HIGHER,1800
398,399,Llama-3.1-8B,Estimate-First,25,7,High,HIGHER,1800
399,400,Llama-3.1-8B,Estimate-First,25,8,High,HIGHER,2200
400,1,DeepSeek-V3.1,Estimation-First,1,1,Low,HIGHER,10000
401,2,DeepSeek-V3.1,Estimation-First,1,2,Low,HIGHER,10000
402,3,DeepSeek-V3.1,Estimation-First,1,3,Low,HIGHER,10000
403,4,DeepSeek-V3.1,Estimation-First,1,4,Low,HIGHER,15000
404,5,DeepSeek-V3.1,Estimation-First,1,5,Low,HIGHER,10000
405,6,DeepSeek-V3.1,Estimation-First,1,6,Low,HIGHER,10000
406,7,DeepSeek-V3.1,Estimation-First,1,7,Low,HIGHER,8000
407,8,DeepSeek-V3.1,Estimation-First,1,8,Low,HIGHER,10000
408,9,DeepSeek-V3.1,Estimation-First,1,1,High,HIGHER,15000
409,10,DeepSeek-V3.1,Estimation-First,1,2,High,HIGHER,12000
410,11,DeepSeek-V3.1,Estimation-First,1,3,High,HIGHER,12000
411,12,DeepSeek-V3.1,Estimation-First,1,4,High,HIGHER,15000
412,13,DeepSeek-V3.1,Estimation-First,1,5,High,HIGHER,12000
413,14,DeepSeek-V3.1,Estimation-First,1,6,High,HIGHER,15000
414,15,DeepSeek-V3.1,Estimation-First,1,7,High,HIGHER,15000
415,16,DeepSeek-V3.1,Estimation-First,1,8,High,HIGHER,12000
417,18,DeepSeek-V3.1,Estimation-First,2,2,Low,LOWER,75
418,19,DeepSeek-V3.1,Estimation-First,2,3,Low,HIGHER,12
419,20,DeepSeek-V3.1,Estimation-First,2,4,Low,HIGHER,15
420,21,DeepSeek-V3.1,Estimation-First,2,5,Low,HIGHER,13
421,22,DeepSeek-V3.1,Estimation-First,2,6,Low,HIGHER,13
422,23,DeepSeek-V3.1,Estimation-First,2,7,Low,HIGHER,14
423,24,DeepSeek-V3.1,Estimation-First,2,8,Low,HIGHER,12
424,25,DeepSeek-V3.1,Estimation-First,2,1,High,LOWER,16
425,26,DeepSeek-V3.1,Estimation-First,2,2,High,LOWER,15
426,27,DeepSeek-V3.1,Estimation-First,2,3,High,LOWER,15
427,28,DeepSeek-V3.1,Estimation-First,2,4,High,LOWER,16
428,29,DeepSeek-V3.1,Estimation-First,2,5,High,LOWER,15
429,30,DeepSeek-V3.1,Estimation-First,2,6,High,LOWER,14
430,31,DeepSeek-V3.1,Estimation-First,2,7,High,LOWER,15
431,32,DeepSeek-V3.1,Estimation-First,2,8,High,LOWER,15
432,33,DeepSeek-V3.1,Estimation-First,3,1,Low,HIGHER,130
433,34,DeepSeek-V3.1,Estimation-First,3,2,Low,HIGHER,130
434,35,DeepSeek-V3.1,Estimation-First,3,3,Low,HIGHER,130
435,36,DeepSeek-V3.1,Estimation-First,3,4,Low,HIGHER,130
436,37,DeepSeek-V3.1,Estimation-First,3,5,Low,HIGHER,125
437,38,DeepSeek-V3.1,Estimation-First,3,6,Low,HIGHER,130
438,39,DeepSeek-V3.1,Estimation-First,3,7,Low,HIGHER,125
439,40,DeepSeek-V3.1,Estimation-First,3,8,Low,HIGHER,125
440,41,DeepSeek-V3.1,Estimation-First,3,1,High,LOWER,130
441,42,DeepSeek-V3.1,Estimation-First,3,2,High,LOWER,140
442,43,DeepSeek-V3.1,Estimation-First,3,3,High,LOWER,150
443,44,DeepSeek-V3.1,Estimation-First,3,4,High,LOWER,130
444,45,DeepSeek-V3.1,Estimation-First,3,5,High,LOWER,135
445,46,DeepSeek-V3.1,Estimation-First,3,6,High,LOWER,150
446,47,DeepSeek-V3.1,Estimation-First,3,7,High,LOWER,150
447,48,DeepSeek-V3.1,Estimation-First,3,8,High,LOWER,150
448,49,DeepSeek-V3.1,Estimation-First,4,1,Low,HIGHER,10000
450,51,DeepSeek-V3.1,Estimation-First,4,3,Low,HIGHER,11000
451,52,DeepSeek-V3.1,Estimation-First,4,4,Low,HIGHER,10000
452,53,DeepSeek-V3.1,Estimation-First,4,5,Low,HIGHER,11000
453,54,DeepSeek-V3.1,Estimation-First,4,6,Low,LOWER,7000
454,55,DeepSeek-V3.1,Estimation-First,4,7,Low,HIGHER,11000
455,56,DeepSeek-V3.1,Estimation-First,4,8,Low,HIGHER,10500
456,57,DeepSeek-V3.1,Estimation-First,4,1,High,LOWER,11000
457,58,DeepSeek-V3.1,Estimation-First,4,2,High,LOWER,10000
458,59,DeepSeek-V3.1,Estimation-First,4,3,High,LOWER,11000
459,60,DeepSeek-V3.1,Estimation-First,4,4,High,LOWER,10500
460,61,DeepSeek-V3.1,Estimation-First,4,5,High,LOWER,10000
461,62,DeepSeek-V3.1,Estimation-First,4,6,High,LOWER,11000
462,63,DeepSeek-V3.1,Estimation-First,4,7,High,LOWER,11000
463,64,DeepSeek-V3.1,Estimation-First,4,8,High,LOWER,10000
465,66,DeepSeek-V3.1,Estimation-First,5,2,Low,HIGHER,75
466,67,DeepSeek-V3.1,Estimation-First,5,3,Low,HIGHER,125
467,68,DeepSeek-V3.1,Estimation-First,5,4,Low,HIGHER,120
468,69,DeepSeek-V3.1,Estimation-First,5,5,Low,HIGHER,115
469,70,DeepSeek-V3.1,Estimation-First,5,6,Low,HIGHER,130
470,71,DeepSeek-V3.1,Estimation-First,5,7,Low,HIGHER,135
471,72,DeepSeek-V3.1,Estimation-First,5,8,Low,HIGHER,125
472,73,DeepSeek-V3.1,Estimation-First,5,1,High,HIGHER,150
473,74,DeepSeek-V3.1,Estimation-First,5,2,High,LOWER,115
474,75,DeepSeek-V3.1,Estimation-First,5,3,High,HIGHER,150
475,76,DeepSeek-V3.1,Estimation-First,5,4,High,HIGHER,130
476,77,DeepSeek-V3.1,Estimation-First,5,5,High,HIGHER,135
477,78,DeepSeek-V3.1,Estimation-First,5,6,High,HIGHER,150
478,79,DeepSeek-V3.1,Estimation-First,5,7,High,HIGHER,150
479,80,DeepSeek-V3.1,Estimation-First,5,8,High,HIGHER,150
480,81,DeepSeek-V3.1,Estimation-First,6,1,Low,HIGHER,55000
481,82,DeepSeek-V3.1,Estimation-First,6,2,Low,HIGHER,55000
482,83,DeepSeek-V3.1,Estimation-First,6,3,Low,HIGHER,50000
483,84,DeepSeek-V3.1,Estimation-First,6,4,Low,HIGHER,55000
484,85,DeepSeek-V3.1,Estimation-First,6,5,Low,HIGHER,55000
485,86,DeepSeek-V3.1,Estimation-First,6,6,Low,HIGHER,50000
486,87,DeepSeek-V3.1,Estimation-First,6,7,Low,HIGHER,60000
487,88,DeepSeek-V3.1,Estimation-First,6,8,Low,HIGHER,55000
488,89,DeepSeek-V3.1,Estimation-First,6,1,High,LOWER,52500
489,90,DeepSeek-V3.1,Estimation-First,6,2,High,LOWER,55000
490,91,DeepSeek-V3.1,Estimation-First,6,3,High,LOWER,55000
491,92,DeepSeek-V3.1,Estimation-First,6,4,High,LOWER,60000
492,93,DeepSeek-V3.1,Estimation-First,6,5,High,LOWER,55000
493,94,DeepSeek-V3.1,Estimation-First,6,6,High,LOWER,55000
494,95,DeepSeek-V3.1,Estimation-First,6,7,High,LOWER,55000
495,96,DeepSeek-V3.1,Estimation-First,6,8,High,LOWER,55000
496,97,DeepSeek-V3.1,Estimation-First,7,1,Low,HIGHER,30
497,98,DeepSeek-V3.1,Estimation-First,7,2,Low,HIGHER,33
498,99,DeepSeek-V3.1,Estimation-First,7,3,Low,HIGHER,30
499,100,DeepSeek-V3.1,Estimation-First,7,4,Low,HIGHER,30
500,101,DeepSeek-V3.1,Estimation-First,7,5,Low,HIGHER,30
501,102,DeepSeek-V3.1,Estimation-First,7,6,Low,HIGHER,35
502,103,DeepSeek-V3.1,Estimation-First,7,7,Low,HIGHER,30
503,104,DeepSeek-V3.1,Estimation-First,7,8,Low,HIGHER,30
504,105,DeepSeek-V3.1,Estimation-First,7,1,High,LOWER,32
505,106,DeepSeek-V3.1,Estimation-First,7,2,High,LOWER,30
506,107,DeepSeek-V3.1,Estimation-First,7,3,High,HIGHER,35
507,108,DeepSeek-V3.1,Estimation-First,7,4,High,LOWER,30
508,109,DeepSeek-V3.1,Estimation-First,7,5,High,LOWER,33
509,110,DeepSeek-V3.1,Estimation-First,7,6,High,HIGHER,30
510,111,DeepSeek-V3.1,Estimation-First,7,7,High,HIGHER,45
511,112,DeepSeek-V3.1,Estimation-First,7,8,High,LOWER,30
512,113,DeepSeek-V3.1,Estimation-First,8,1,Low,LOWER,75000
513,114,DeepSeek-V3.1,Estimation-First,8,2,Low,LOWER,75000
514,115,DeepSeek-V3.1,Estimation-First,8,3,Low,HIGHER,850000
515,116,DeepSeek-V3.1,Estimation-First,8,4,Low,LOWER,850000
516,117,DeepSeek-V3.1,Estimation-First,8,5,Low,HIGHER,150000
517,118,DeepSeek-V3.1,Estimation-First,8,6,Low,LOWER,80000
518,119,DeepSeek-V3.1,Estimation-First,8,7,Low,LOWER,90000
519,120,DeepSeek-V3.1,Estimation-First,8,8,Low,LOWER,85000
520,121,DeepSeek-V3.1,Estimation-First,8,1,High,LOWER,250000
521,122,DeepSeek-V3.1,Estimation-First,8,2,High,LOWER,275000
522,123,DeepSeek-V3.1,Estimation-First,8,3,High,LOWER,250000
523,124,DeepSeek-V3.1,Estimation-First,8,4,High,LOWER,150000
524,125,DeepSeek-V3.1,Estimation-First,8,5,High,LOWER,150000
525,126,DeepSeek-V3.1,Estimation-First,8,6,High,LOWER,275000
526,127,DeepSeek-V3.1,Estimation-First,8,7,High,LOWER,250000
527,128,DeepSeek-V3.1,Estimation-First,8,8,High,LOWER,120000
528,129,DeepSeek-V3.1,Estimation-First,9,1,Low,LOWER,60
529,130,DeepSeek-V3.1,Estimation-First,9,2,Low,LOWER,70
530,131,DeepSeek-V3.1,Estimation-First,9,3,Low,LOWER,60
531,132,DeepSeek-V3.1,Estimation-First,9,4,Low,LOWER,65
532,133,DeepSeek-V3.1,Estimation-First,9,5,Low,LOWER,60
533,134,DeepSeek-V3.1,Estimation-First,9,6,Low,LOWER,75
534,135,DeepSeek-V3.1,Estimation-First,9,7,Low,HIGHER,150
535,136,DeepSeek-V3.1,Estimation-First,9,8,Low,LOWER,60
536,137,DeepSeek-V3.1,Estimation-First,9,1,High,LOWER,200
537,138,DeepSeek-V3.1,Estimation-First,9,2,High,LOWER,200
538,139,DeepSeek-V3.1,Estimation-First,9,3,High,LOWER,300
539,140,DeepSeek-V3.1,Estimation-First,9,4,High,LOWER,175
540,141,DeepSeek-V3.1,Estimation-First,9,5,High,LOWER,350
541,142,DeepSeek-V3.1,Estimation-First,9,6,High,LOWER,80
543,144,DeepSeek-V3.1,Estimation-First,9,8,High,LOWER,250
544,145,DeepSeek-V3.1,Estimation-First,10,1,Low,HIGHER,75000
545,146,DeepSeek-V3.1,Estimation-First,10,2,Low,HIGHER,75000
546,147,DeepSeek-V3.1,Estimation-First,10,3,Low,HIGHER,750000
547,148,DeepSeek-V3.1,Estimation-First,10,4,Low,HIGHER,100000
548,149,DeepSeek-V3.1,Estimation-First,10,5,Low,HIGHER,250000
549,150,DeepSeek-V3.1,Estimation-First,10,6,Low,HIGHER,75000
550,151,DeepSeek-V3.1,Estimation-First,10,7,Low,HIGHER,75000
551,152,DeepSeek-V3.1,Estimation-First,10,8,Low,HIGHER,500000
552,153,DeepSeek-V3.1,Estimation-First,10,1,High,HIGHER,175000
553,154,DeepSeek-V3.1,Estimation-First,10,2,High,HIGHER,750000
554,155,DeepSeek-V3.1,Estimation-First,10,3,High,HIGHER,150000
555,156,DeepSeek-V3.1,Estimation-First,10,4,High,LOWER,75000
556,157,DeepSeek-V3.1,Estimation-First,10,5,High,HIGHER,750000
557,158,DeepSeek-V3.1,Estimation-First,10,6,High,LOWER,80000
558,159,DeepSeek-V3.1,Estimation-First,10,7,High,HIGHER,300000
559,160,DeepSeek-V3.1,Estimation-First,10,8,High,HIGHER,750000
560,161,DeepSeek-V3.1,Estimation-First,11,1,Low,HIGHER,25
561,162,DeepSeek-V3.1,Estimation-First,11,2,Low,HIGHER,40
562,163,DeepSeek-V3.1,Estimation-First,11,3,Low,HIGHER,35
564,165,DeepSeek-V3.1,Estimation-First,11,5,Low,HIGHER,40
565,166,DeepSeek-V3.1,Estimation-First,11,6,Low,HIGHER,42
566,167,DeepSeek-V3.1,Estimation-First,11,7,Low,HIGHER,24
567,168,DeepSeek-V3.1,Estimation-First,11,8,Low,HIGHER,25
568,169,DeepSeek-V3.1,Estimation-First,11,1,High,LOWER,35
569,170,DeepSeek-V3.1,Estimation-First,11,2,High,LOWER,40
570,171,DeepSeek-V3.1,Estimation-First,11,3,High,LOWER,40
571,172,DeepSeek-V3.1,Estimation-First,11,4,High,LOWER,40
572,173,DeepSeek-V3.1,Estimation-First,11,5,High,LOWER,35
573,174,DeepSeek-V3.1,Estimation-First,11,6,High,LOWER,45
574,175,DeepSeek-V3.1,Estimation-First,11,7,High,LOWER,45
575,176,DeepSeek-V3.1,Estimation-First,11,8,High,LOWER,45
576,177,DeepSeek-V3.1,Estimation-First,12,1,Low,HIGHER,300
577,178,DeepSeek-V3.1,Estimation-First,12,2,Low,HIGHER,350
578,179,DeepSeek-V3.1,Estimation-First,12,3,Low,HIGHER,250
579,180,DeepSeek-V3.1,Estimation-First,12,4,Low,HIGHER,250
580,181,DeepSeek-V3.1,Estimation-First,12,5,Low,HIGHER,350
581,182,DeepSeek-V3.1,Estimation-First,12,6,Low,HIGHER,350
582,183,DeepSeek-V3.1,Estimation-First,12,7,Low,HIGHER,300
583,184,DeepSeek-V3.1,Estimation-First,12,8,Low,HIGHER,350
584,185,DeepSeek-V3.1,Estimation-First,12,1,High,LOWER,280
585,186,DeepSeek-V3.1,Estimation-First,12,2,High,LOWER,280
586,187,DeepSeek-V3.1,Estimation-First,12,3,High,LOWER,280
587,188,DeepSeek-V3.1,Estimation-First,12,4,High,LOWER,280
588,189,DeepSeek-V3.1,Estimation-First,12,5,High,LOWER,275
589,190,DeepSeek-V3.1,Estimation-First,12,6,High,LOWER,275
590,191,DeepSeek-V3.1,Estimation-First,12,7,High,HIGHER,400
591,192,DeepSeek-V3.1,Estimation-First,12,8,High,LOWER,260
592,193,DeepSeek-V3.1,Estimation-First,13,1,Low,LOWER,5000000
593,194,DeepSeek-V3.1,Estimation-First,13,2,Low,HIGHER,25000000
594,195,DeepSeek-V3.1,Estimation-First,13,3,Low,HIGHER,30000000
595,196,DeepSeek-V3.1,Estimation-First,13,4,Low,HIGHER,25000000
596,197,DeepSeek-V3.1,Estimation-First,13,5,Low,LOWER,5000000
597,198,DeepSeek-V3.1,Estimation-First,13,6,Low,HIGHER,35000000
598,199,DeepSeek-V3.1,Estimation-First,13,7,Low,HIGHER,15000000
599,200,DeepSeek-V3.1,Estimation-First,13,8,Low,HIGHER,20000000
600,201,DeepSeek-V3.1,Estimation-First,13,1,High,HIGHER,85000000
601,202,DeepSeek-V3.1,Estimation-First,13,2,High,LOWER,15000000
603,204,DeepSeek-V3.1,Estimation-First,13,4,High,HIGHER,70000000
604,205,DeepSeek-V3.1,Estimation-First,13,5,High,HIGHER,55000000
605,206,DeepSeek-V3.1,Estimation-First,13,6,High,LOWER,12000000
606,207,DeepSeek-V3.1,Estimation-First,13,7,High,LOWER,30000000
607,208,DeepSeek-V3.1,Estimation-First,13,8,High,HIGHER,50000000
608,209,DeepSeek-V3.1,Estimation-First,14,1,Low,HIGHER,2500
609,210,DeepSeek-V3.1,Estimation-First,14,2,Low,HIGHER,2200
610,211,DeepSeek-V3.1,Estimation-First,14,3,Low,HIGHER,2400
611,212,DeepSeek-V3.1,Estimation-First,14,4,Low,HIGHER,2200
612,213,DeepSeek-V3.1,Estimation-First,14,5,Low,HIGHER,2100
613,214,DeepSeek-V3.1,Estimation-First,14,6,Low,HIGHER,2000
614,215,DeepSeek-V3.1,Estimation-First,14,7,Low,HIGHER,2500
615,216,DeepSeek-V3.1,Estimation-First,14,8,Low,HIGHER,1800
616,217,DeepSeek-V3.1,Estimation-First,14,1,High,LOWER,1800
617,218,DeepSeek-V3.1,Estimation-First,14,2,High,LOWER,1400
618,219,DeepSeek-V3.1,Estimation-First,14,3,High,LOWER,1500
619,220,DeepSeek-V3.1,Estimation-First,14,4,High,LOWER,1800
620,221,DeepSeek-V3.1,Estimation-First,14,5,High,LOWER,1350
621,222,DeepSeek-V3.1,Estimation-First,14,6,High,LOWER,1200
622,223,DeepSeek-V3.1,Estimation-First,14,7,High,LOWER,1500
623,224,DeepSeek-V3.1,Estimation-First,14,8,High,LOWER,2500
624,225,DeepSeek-V3.1,Estimation-First,15,1,Low,HIGHER,4800
626,227,DeepSeek-V3.1,Estimation-First,15,3,Low,LOWER,2700
627,228,DeepSeek-V3.1,Estimation-First,15,4,Low,HIGHER,1200
628,229,DeepSeek-V3.1,Estimation-First,15,5,Low,HIGHER,1800
629,230,DeepSeek-V3.1,Estimation-First,15,6,Low,HIGHER,1440
630,231,DeepSeek-V3.1,Estimation-First,15,7,Low,HIGHER,1500
631,232,DeepSeek-V3.1,Estimation-First,15,8,Low,HIGHER,2500
632,233,DeepSeek-V3.1,Estimation-First,15,1,High,HIGHER,2800
633,234,DeepSeek-V3.1,Estimation-First,15,2,High,HIGHER,3000
634,235,DeepSeek-V3.1,Estimation-First,15,3,High,HIGHER,2700
635,236,DeepSeek-V3.1,Estimation-First,15,4,High,HIGHER,3000
636,237,DeepSeek-V3.1,Estimation-First,15,5,High,HIGHER,2500
637,238,DeepSeek-V3.1,Estimation-First,15,6,High,HIGHER,3000
638,239,DeepSeek-V3.1,Estimation-First,15,7,High,HIGHER,2750
639,240,DeepSeek-V3.1,Estimation-First,15,8,High,HIGHER,2400
640,241,DeepSeek-V3.1,Estimation-First,16,1,Low,HIGHER,250
641,242,DeepSeek-V3.1,Estimation-First,16,2,Low,HIGHER,300
642,243,DeepSeek-V3.1,Estimation-First,16,3,Low,HIGHER,300
643,244,DeepSeek-V3.1,Estimation-First,16,4,Low,HIGHER,350
644,245,DeepSeek-V3.1,Estimation-First,16,5,Low,HIGHER,150
645,246,DeepSeek-V3.1,Estimation-First,16,6,Low,HIGHER,175
646,247,DeepSeek-V3.1,Estimation-First,16,7,Low,HIGHER,200
647,248,DeepSeek-V3.1,Estimation-First,16,8,Low,HIGHER,150
648,249,DeepSeek-V3.1,Estimation-First,16,1,High,HIGHER,350
649,250,DeepSeek-V3.1,Estimation-First,16,2,High,HIGHER,350
650,251,DeepSeek-V3.1,Estimation-First,16,3,High,HIGHER,300
651,252,DeepSeek-V3.1,Estimation-First,16,4,High,LOWER,185
652,253,DeepSeek-V3.1,Estimation-First,16,5,High,HIGHER,300
653,254,DeepSeek-V3.1,Estimation-First,16,6,High,LOWER,180
654,255,DeepSeek-V3.1,Estimation-First,16,7,High,HIGHER,350
655,256,DeepSeek-V3.1,Estimation-First,16,8,High,HIGHER,300
656,257,DeepSeek-V3.1,Estimation-First,17,1,Low,HIGHER,300000
657,258,DeepSeek-V3.1,Estimation-First,17,2,Low,HIGHER,250000
658,259,DeepSeek-V3.1,Estimation-First,17,3,Low,LOWER,75000
659,260,DeepSeek-V3.1,Estimation-First,17,4,Low,HIGHER,350000
660,261,DeepSeek-V3.1,Estimation-First,17,5,Low,HIGHER,250000
661,262,DeepSeek-V3.1,Estimation-First,17,6,Low,HIGHER,250000
662,263,DeepSeek-V3.1,Estimation-First,17,7,Low,LOWER,75000
663,264,DeepSeek-V3.1,Estimation-First,17,8,Low,LOWER,60000
664,265,DeepSeek-V3.1,Estimation-First,17,1,High,LOWER,250000
665,266,DeepSeek-V3.1,Estimation-First,17,2,High,HIGHER,750000
666,267,DeepSeek-V3.1,Estimation-First,17,3,High,LOWER,100000
667,268,DeepSeek-V3.1,Estimation-First,17,4,High,LOWER,175000
668,269,DeepSeek-V3.1,Estimation-First,17,5,High,LOWER,80000
669,270,DeepSeek-V3.1,Estimation-First,17,6,High,LOWER,150000
670,271,DeepSeek-V3.1,Estimation-First,17,7,High,HIGHER,550000
671,272,DeepSeek-V3.1,Estimation-First,17,8,High,LOWER,175000
672,273,DeepSeek-V3.1,Estimation-First,18,1,Low,HIGHER,150
673,274,DeepSeek-V3.1,Estimation-First,18,2,Low,HIGHER,200
674,275,DeepSeek-V3.1,Estimation-First,18,3,Low,HIGHER,175
675,276,DeepSeek-V3.1,Estimation-First,18,4,Low,HIGHER,200
676,277,DeepSeek-V3.1,Estimation-First,18,5,Low,HIGHER,180
677,278,DeepSeek-V3.1,Estimation-First,18,6,Low,HIGHER,150
678,279,DeepSeek-V3.1,Estimation-First,18,7,Low,HIGHER,175
679,280,DeepSeek-V3.1,Estimation-First,18,8,Low,HIGHER,120
680,281,DeepSeek-V3.1,Estimation-First,18,1,High,HIGHER,175
681,282,DeepSeek-V3.1,Estimation-First,18,2,High,HIGHER,200
682,283,DeepSeek-V3.1,Estimation-First,18,3,High,HIGHER,200
683,284,DeepSeek-V3.1,Estimation-First,18,4,High,HIGHER,175
684,285,DeepSeek-V3.1,Estimation-First,18,5,High,HIGHER,150
685,286,DeepSeek-V3.1,Estimation-First,18,6,High,HIGHER,175
686,287,DeepSeek-V3.1,Estimation-First,18,7,High,HIGHER,200
687,288,DeepSeek-V3.1,Estimation-First,18,8,High,HIGHER,200
688,289,DeepSeek-V3.1,Estimation-First,19,1,Low,HIGHER,350000
689,290,DeepSeek-V3.1,Estimation-First,19,2,Low,HIGHER,300000
690,291,DeepSeek-V3.1,Estimation-First,19,3,Low,HIGHER,350000
691,292,DeepSeek-V3.1,Estimation-First,19,4,Low,LOWER,50000
692,293,DeepSeek-V3.1,Estimation-First,19,5,Low,HIGHER,350000
693,294,DeepSeek-V3.1,Estimation-First,19,6,Low,HIGHER,250000
694,295,DeepSeek-V3.1,Estimation-First,19,7,Low,LOWER,350000
695,296,DeepSeek-V3.1,Estimation-First,19,8,Low,LOWER,50000
696,297,DeepSeek-V3.1,Estimation-First,19,1,High,LOWER,200000
697,298,DeepSeek-V3.1,Estimation-First,19,2,High,LOWER,175000
698,299,DeepSeek-V3.1,Estimation-First,19,3,High,LOWER,150000
699,300,DeepSeek-V3.1,Estimation-First,19,4,High,LOWER,175000
700,301,DeepSeek-V3.1,Estimation-First,19,5,High,LOWER,150000
701,302,DeepSeek-V3.1,Estimation-First,19,6,High,LOWER,185000
702,303,DeepSeek-V3.1,Estimation-First,19,7,High,LOWER,220000
703,304,DeepSeek-V3.1,Estimation-First,19,8,High,LOWER,150000
704,305,DeepSeek-V3.1,Estimation-First,20,1,Low,HIGHER,1200
705,306,DeepSeek-V3.1,Estimation-First,20,2,Low,HIGHER,1200
706,307,DeepSeek-V3.1,Estimation-First,20,3,Low,HIGHER,1200
707,308,DeepSeek-V3.1,Estimation-First,20,4,Low,HIGHER,1200
708,309,DeepSeek-V3.1,Estimation-First,20,5,Low,HIGHER,1200
709,310,DeepSeek-V3.1,Estimation-First,20,6,Low,HIGHER,1200
710,311,DeepSeek-V3.1,Estimation-First,20,7,Low,HIGHER,1200
711,312,DeepSeek-V3.1,Estimation-First,20,8,Low,HIGHER,1200
712,313,DeepSeek-V3.1,Estimation-First,20,1,High,HIGHER,1250
713,314,DeepSeek-V3.1,Estimation-First,20,2,High,HIGHER,1300
714,315,DeepSeek-V3.1,Estimation-First,20,3,High,HIGHER,1300
715,316,DeepSeek-V3.1,Estimation-First,20,4,High,HIGHER,1250
716,317,DeepSeek-V3.1,Estimation-First,20,5,High,HIGHER,1350
717,318,DeepSeek-V3.1,Estimation-First,20,6,High,HIGHER,1250
718,319,DeepSeek-V3.1,Estimation-First,20,7,High,HIGHER,1300
719,320,DeepSeek-V3.1,Estimation-First,20,8,High,HIGHER,1350
720,321,DeepSeek-V3.1,Estimation-First,21,1,Low,HIGHER,1500
721,322,DeepSeek-V3.1,Estimation-First,21,2,Low,HIGHER,1800
722,323,DeepSeek-V3.1,Estimation-First,21,3,Low,HIGHER,1800
723,324,DeepSeek-V3.1,Estimation-First,21,4,Low,HIGHER,1800
724,325,DeepSeek-V3.1,Estimation-First,21,5,Low,HIGHER,1800
725,326,DeepSeek-V3.1,Estimation-First,21,6,Low,HIGHER,1750
726,327,DeepSeek-V3.1,Estimation-First,21,7,Low,HIGHER,1800
727,328,DeepSeek-V3.1,Estimation-First,21,8,Low,HIGHER,2000
728,329,DeepSeek-V3.1,Estimation-First,21,1,High,HIGHER,1800
729,330,DeepSeek-V3.1,Estimation-First,21,2,High,HIGHER,1500
730,331,DeepSeek-V3.1,Estimation-First,21,3,High,HIGHER,1800
731,332,DeepSeek-V3.1,Estimation-First,21,4,High,HIGHER,1500
732,333,DeepSeek-V3.1,Estimation-First,21,5,High,HIGHER,1800
733,334,DeepSeek-V3.1,Estimation-First,21,6,High,HIGHER,1750
734,335,DeepSeek-V3.1,Estimation-First,21,7,High,LOWER,1600
735,336,DeepSeek-V3.1,Estimation-First,21,8,High,HIGHER,1500
736,337,DeepSeek-V3.1,Estimation-First,22,1,Low,HIGHER,3500
737,338,DeepSeek-V3.1,Estimation-First,22,2,Low,HIGHER,4500
738,339,DeepSeek-V3.1,Estimation-First,22,3,Low,HIGHER,4000
739,340,DeepSeek-V3.1,Estimation-First,22,4,Low,HIGHER,3500
740,341,DeepSeek-V3.1,Estimation-First,22,5,Low,HIGHER,3500
741,342,DeepSeek-V3.1,Estimation-First,22,6,Low,HIGHER,3500
742,343,DeepSeek-V3.1,Estimation-First,22,7,Low,HIGHER,3500
743,344,DeepSeek-V3.1,Estimation-First,22,8,Low,HIGHER,3000
744,345,DeepSeek-V3.1,Estimation-First,22,1,High,HIGHER,6500
745,346,DeepSeek-V3.1,Estimation-First,22,2,High,HIGHER,6500
746,347,DeepSeek-V3.1,Estimation-First,22,3,High,HIGHER,6000
747,348,DeepSeek-V3.1,Estimation-First,22,4,High,LOWER,4000
748,349,DeepSeek-V3.1,Estimation-First,22,5,High,HIGHER,6000
749,350,DeepSeek-V3.1,Estimation-First,22,6,High,HIGHER,6000
750,351,DeepSeek-V3.1,Estimation-First,22,7,High,LOWER,3500
751,352,DeepSeek-V3.1,Estimation-First,22,8,High,LOWER,4500
752,353,DeepSeek-V3.1,Estimation-First,23,1,Low,HIGHER,450
753,354,DeepSeek-V3.1,Estimation-First,23,2,Low,HIGHER,350
754,355,DeepSeek-V3.1,Estimation-First,23,3,Low,HIGHER,450
755,356,DeepSeek-V3.1,Estimation-First,23,4,Low,HIGHER,450
756,357,DeepSeek-V3.1,Estimation-First,23,5,Low,HIGHER,300
