Trial_Id,Model,Experiment,Question_Num,Repeat_Num,Anchor_Type,Comparison,Estimate
390,DeepSeek-V3.1,Estimation-First,25,6,Low,HIGHER,600
391,DeepSeek-V3.1,Estimation-First,25,7,Low,HIGHER,275
392,DeepSeek-V3.1,Estimation-First,25,8,Low,HIGHER,550
393,DeepSeek-V3.1,Estimation-First,25,1,High,LOWER,1200
394,DeepSeek-V3.1,Estimation-First,25,2,High,LOWER,600
395,DeepSeek-V3.1,Estimation-First,25,3,High,LOWER,500
396,DeepSeek-V3.1,Estimation-First,25,4,High,LOWER,1200
397,DeepSeek-V3.1,Estimation-First,25,5,High,LOWER,650
398,DeepSeek-V3.1,Estimation-First,25,6,High,LOWER,1200
399,DeepSeek-V3.1,Estimation-First,25,7,High,LOWER,1200
400,DeepSeek-V3.1,Estimation-First,25,8,High,HIGHER,1800
